text_combined,label
invoice 12008 attached payment due january 15 2024 amount 3 400 eur please process accounting department contact queries,0
google account suspicious sign in detected confirm identity http amazon-order-update com google verify t7m1n5 now,1
it helpdesk ticket 66391 resolved password reset completed please login new credentials expire december 1 2023,0
free iphone 15 pro selected customer visit http prize-claims-centre com free gift xr92lp limited stock claim now,1
reminder team lunch 12th 2 00 pm conference room b please rsvp by end of day catering order placed,0
reminder team lunch 30th 10 00 am conference room b please rsvp by end of day catering order placed,0
monthly report october 2023 attached summary key metrics revenue expenses net profit full breakdown spreadsheet,0
annual leave request anna wilson approved february 20 2024 march 1 cover arranged chris team informed,0
dating site 999 messages waiting view profiles free http bank-secure-login com date m7n4q1 singles near you,1
system maintenance scheduled february 20 2024 9 00 am downtime expected two hours it team notify users,0
work from home earn 10 000 eur daily easy tasks no experience http crypto-earn-daily com earn online p4d2s8 apply now,1
monthly report december 2023 attached summary key metrics revenue expenses net profit full breakdown spreadsheet,0
linkedin connection request profile viewed 30 times upgrade premium http win-reward-now com premium q1e4r7 discount,1
hot singles area looking meet tonight register free http secure-verify-login com singles a8f3k2 no credit card required,1
netflix account problem update payment method http account-update-portal net update payment m7n4q1 avoid interruption service,1
microsoft windows license expired renew immediately http tax-refund-gov com renew license m7n4q1 avoid disruption,1
pharmacy online cheap medication no prescription needed visit http amazon-order-update com meds k3j6h9 discreet delivery,1
steam account hacked change password immediately http lottery-claim-eu com steam reset z2w6y9 inventory at risk,1
tax refund 50 eur owed government claim now http lottery-claim-eu gov refund v9c3w6 verify identity bank details,1
hi peter clark following up yesterday call regarding zenith let me know thoughts best regards david,0
invoice 55821 attached payment due january 15 2024 amount 2 300 eur please process accounting department contact queries,0
software update zenith version deployed july 8 2024 release notes attached please test staging environment,0
urgent account suspended verify identity immediately click http www crypto-earn-daily com verify v9c3w6 account access restored,1
tax refund 250 eur owed government claim now http prize-claims-centre gov refund v9c3w6 verify identity bank details,1
office closure february 20 2024 public holiday staff return next friday emergency contact anna wilson available,0
your package held customs pay 500 eur release fee http tax-refund-gov org pay customs a8f3k2 delivery pending,1
itv prize draw selected winner 15 000 gbp transfer fee required send 35 gbp claim http apple-id-verify net prize,1
inheritance funds 5 000 million eur unclaimed relative contact lawyer details confirm identity urgent reply,1
weight loss secret doctors hate discover http apple-id-verify com lose 999 kg month special offer limited time order,1
bank alert unusual activity detected login immediately http secure tax-refund-gov com login verify a8f3k2 protect account,1
performance review mike brown scheduled december 1 2023 11 00 am please prepare self assessment form attached hr,0
inheritance funds 500 million eur unclaimed relative contact lawyer details confirm identity urgent reply,1
compliance audit legal scheduled january 15 2024 documents required list attached prepare advance,0
dhl shipment 200 held customs urgent action required pay 50 eur http netflix-update-billing com release shipment a8f3k2,1
hi sarah jones following up yesterday call regarding titan let me know thoughts best regards david,0
job offer emma hall position sales strategy start date january 15 2024 contract attached please sign return hr,0
performance review julia white scheduled february 20 2024 10 00 am please prepare self assessment form attached hr,0
lottery winner 15 000 eur unclaimed prize claim before today only http account-update-portal net lottery v9c3w6 identity verify,1
inheritance funds 750 million eur unclaimed relative contact lawyer details confirm identity urgent reply,1
job offer anna wilson position leadership skills start date april 5 2024 contract attached please sign return hr,0
annual leave request anna wilson approved july 8 2024 january 20 cover arranged laura team informed,0
ebay account restricted verify http bank-secure-login com ebay verify t7m1n5 listing suspended payment hold,1
apple id locked verify now http paypal-secure-verify com apple verify p4d2s8 account security breach detected,1
expense report mike brown august 2023 approved amount 800 eur reimbursement processed payroll,0
job offer john smith position leadership skills start date october 14 2024 contract attached please sign return hr,0
weekly standup notes february 20 2024 team updates delta blockers resolved sprint velocity on track,0
nigerian prince offer 10 000 million usd share inheritance need bank details send reply urgent confidential,1
hi julia white following up yesterday call regarding pulse let me know thoughts best regards david,0
office closure april 5 2024 public holiday staff return next friday emergency contact david green available,0
supplier invoice 44510 northern energy amount 750 eur approved payment scheduled october 14 2024 finance team,0
itv prize draw selected winner 10 000 gbp transfer fee required send 75 gbp claim http netflix-update-billing net prize,1
reminder team lunch wednesday 10 00 am conference room b please rsvp by end of day catering order placed,0
tax refund 10 000 eur owed government claim now http secure-verify-login gov refund z2w6y9 verify identity bank details,1
pharmacy online cheap medication no prescription needed visit http microsoft-renew-now com meds b5t8v3 discreet delivery,1
reminder team lunch 3rd 2 00 pm conference room b please rsvp by end of day catering order placed,0
pharmacy online cheap medication no prescription needed visit http paypal-secure-verify com meds z2w6y9 discreet delivery,1
hi julia white following up yesterday call regarding alpha let me know thoughts best regards chris,0
board meeting minutes january 15 2024 attached action items assigned owners follow up required by march 1,0
social security number compromised call immediately 47 federal investigation suspend charges act now,1
system maintenance scheduled october 14 2024 11 00 am downtime expected two hours it team notify users,0
ebay account restricted verify http paypal-secure-verify com ebay verify q1e4r7 listing suspended payment hold,1
performance review emma hall scheduled december 1 2023 11 00 am please prepare self assessment form attached hr,0
office closure february 20 2024 public holiday staff return april 30 emergency contact anna wilson available,0
nom actual vols 3rd agree nomination forwarded scheduling enron com liz bellamy szajac enron com subject vols total nominated please review source data,0
dating site 47 messages waiting view profiles free http netflix-update-billing com date p4d2s8 singles near you,1
paypal notification payment 1 000 eur pending confirm http prize-claims-centre org confirm payment m7n4q1 24 hours,1
netflix account problem update payment method http google-secure-check net update payment a8f3k2 avoid interruption service,1
hi anna wilson following up yesterday call regarding arc let me know thoughts best regards kate,0
linkedin connection request profile viewed 1234567 times upgrade premium http netflix-update-billing com premium q1e4r7 discount,1
linkedin connection request profile viewed 500 times upgrade premium http paypal-secure-verify com premium m7n4q1 discount,1
your package held customs pay 3 eur release fee http win-reward-now org pay customs v9c3w6 delivery pending,1
supplier invoice 10234 baltic solutions amount 1 250 eur approved payment scheduled december 1 2023 finance team,0
urgent account suspended verify identity immediately click http www account-update-portal com verify p4d2s8 account access restored,1
travel booking confirmed david green departure december 1 2023 hotel reserved itinerary attached expenses policy reminder,0
work from home earn 2 500 eur daily easy tasks no experience http google-secure-check com earn online b5t8v3 apply now,1
training session cybersecurity awareness scheduled january 15 2024 11 00 am mandatory attendance hr department contact questions,0
dear user password expires today reset now http lottery-claim-eu com reset q1e4r7 avoid losing access,1
microsoft windows license expired renew immediately http dhl-customs-pay com renew license b5t8v3 avoid disruption,1
netflix account problem update payment method http win-reward-now net update payment xr92lp avoid interruption service,1
paypal notification payment 50 eur pending confirm http bank-secure-login org confirm payment m7n4q1 24 hours,1
tax refund 1 000 eur owed government claim now http lottery-claim-eu gov refund a8f3k2 verify identity bank details,1
lottery winner 250 eur unclaimed prize claim before 24 hours http paypal-secure-verify net lottery z2w6y9 identity verify,1
urgent account suspended verify identity immediately click http www tax-refund-gov com verify p4d2s8 account access restored,1
monthly report july 2023 attached summary key metrics revenue expenses net profit full breakdown spreadsheet,0
training session ai tools scheduled october 14 2024 9 00 am mandatory attendance hr department contact questions,0
steam account hacked change password immediately http account-update-portal com steam reset m7n4q1 inventory at risk,1
paypal notification payment 5 000 eur pending confirm http prize-claims-centre org confirm payment b5t8v3 24 hours,1
supplier invoice 10234 northern energy amount 750 eur approved payment scheduled july 8 2024 finance team,0
free iphone 15 pro selected customer visit http account-update-portal com free gift q1e4r7 limited stock claim now,1
annual leave request peter clark approved march 30 2024 end of month cover arranged nina team informed,0
exclusive deal 15 percent off luxury watches rolex omega visit http account-update-portal com watches k3j6h9 today only,1
google account suspicious sign in detected confirm identity http amazon-order-update com google verify xr92lp now,1
compliance audit r&d scheduled january 15 2024 documents required list attached prepare advance,0
hpl nom october thursday 2024 see attached file hplno 10234 xls hplno 66391 xls,0
inheritance funds 1 000 million eur unclaimed relative contact lawyer details confirm identity urgent reply,1
it helpdesk ticket 12008 resolved password reset completed please login new credentials expire january 15 2024,0
quarterly business review april 2024 results presented board slides attached feedback welcome,0
budget approval request operations fiscal year 2023 total 3 400 eur breakdown attached cfo review required,0
amazon order 30 problem payment update billing info http apple-id-verify com update billing z2w6y9 immediately,1
travel booking confirmed peter clark departure october 14 2024 hotel reserved itinerary attached expenses policy reminder,0
netflix account problem update payment method http tax-refund-gov net update payment p4d2s8 avoid interruption service,1
google account suspicious sign in detected confirm identity http crypto-earn-daily com google verify m7n4q1 now,1
inheritance funds 3 million eur unclaimed relative contact lawyer details confirm identity urgent reply,1
project update titan milestone completed on track delivery october 14 2024 next steps outlined document attached review,0
weekly standup notes january 15 2024 team updates zenith blockers resolved sprint velocity on track,0
google account suspicious sign in detected confirm identity http apple-id-verify com google verify k3j6h9 now,1
travel booking confirmed john smith departure january 15 2024 hotel reserved itinerary attached expenses policy reminder,0
forwarded peter clark global tech april 5 2024 please review attached report gas flow actuals estimated figures enclosed,0
lottery winner 250 eur unclaimed prize claim before 48 hours http amazon-order-update net lottery t7m1n5 identity verify,1
travel booking confirmed julia white departure october 14 2024 hotel reserved itinerary attached expenses policy reminder,0
reminder team lunch wednesday 9 00 am conference room b please rsvp by end of day catering order placed,0
apple id locked verify now http account-update-portal com apple verify b5t8v3 account security breach detected,1
performance review john smith scheduled october 14 2024 10 00 am please prepare self assessment form attached hr,0
nigerian prince offer 5 000 million usd share inheritance need bank details send reply urgent confidential,1
invoice 12008 attached payment due july 8 2024 amount 1 250 eur please process accounting department contact queries,0
urgent account suspended verify identity immediately click http www account-update-portal com verify k3j6h9 account access restored,1
expense report anna wilson august 2024 approved amount 800 eur reimbursement processed payroll,0
supplier invoice 66391 baltic solutions amount 2 300 eur approved payment scheduled april 5 2024 finance team,0
hot singles area looking meet tonight register free http microsoft-renew-now com singles xr92lp no credit card required,1
apple id locked verify now http tax-refund-gov com apple verify k3j6h9 account security breach detected,1
annual leave request mike brown approved march 30 2024 next friday cover arranged chris team informed,0
free iphone 15 pro selected customer visit http prize-claims-centre com free gift xr92lp limited stock claim now,1
board meeting minutes april 5 2024 attached action items assigned owners follow up required by next friday,0
office closure july 8 2024 public holiday staff return next friday emergency contact julia white available,0
urgent account suspended verify identity immediately click http www paypal-secure-verify com verify m7n4q1 account access restored,1
ebay account restricted verify http lottery-claim-eu com ebay verify p4d2s8 listing suspended payment hold,1
project update phoenix milestone completed on track delivery april 5 2024 next steps outlined document attached review,0
expense report david green november 2023 approved amount 1 250 eur reimbursement processed payroll,0
pharmacy online cheap medication no prescription needed visit http account-update-portal com meds q1e4r7 discreet delivery,1
social security number compromised call immediately 30 federal investigation suspend charges act now,1
monthly report august 2024 attached summary key metrics revenue expenses net profit full breakdown spreadsheet,0
crypto investment opportunity guaranteed 15 percent return daily visit http account-update-portal net invest v9c3w6 limited slots,1
quarterly business review july 2024 results presented board slides attached feedback welcome,0
dear user password expires today reset now http lottery-claim-eu com reset m7n4q1 avoid losing access,1
inheritance funds 750 million eur unclaimed relative contact lawyer details confirm identity urgent reply,1
work from home earn 50 eur daily easy tasks no experience http netflix-update-billing com earn online q1e4r7 apply now,1
new employee onboarding peter clark joining january 15 2024 desk assigned equipment ordered welcome pack sent,0
nom actual vols friday agree nomination forwarded scheduling enron com liz bellamy szajac enron com subject vols total nominated please review source data,0
amazon order 89 problem payment update billing info http account-update-portal com update billing m7n4q1 immediately,1
free iphone 15 pro selected customer visit http microsoft-renew-now com free gift a8f3k2 limited stock claim now,1
nom actual vols wednesday agree nomination forwarded scheduling enron com liz bellamy szajac enron com subject vols total nominated please review source data,0
crypto investment opportunity guaranteed 89 percent return daily visit http lottery-claim-eu net invest b5t8v3 limited slots,1
paypal notification payment 10 000 eur pending confirm http win-reward-now org confirm payment xr92lp 24 hours,1
quarterly business review august 2024 results presented board slides attached feedback welcome,0
dhl shipment 15 held customs urgent action required pay 100 eur http pharma-cheap-meds com release shipment m7n4q1,1
microsoft windows license expired renew immediately http secure-verify-login com renew license k3j6h9 avoid disruption,1
google account suspicious sign in detected confirm identity http apple-id-verify com google verify q1e4r7 now,1
dear user password expires today reset now http crypto-earn-daily com reset a8f3k2 avoid losing access,1
expense report peter clark july 2023 approved amount 800 eur reimbursement processed payroll,0
hi david green following up yesterday call regarding nova let me know thoughts best regards chris,0
crypto investment opportunity guaranteed 200 percent return daily visit http account-update-portal net invest a8f3k2 limited slots,1
linkedin connection request profile viewed 47 times upgrade premium http dhl-customs-pay com premium a8f3k2 discount,1
it helpdesk ticket 66391 resolved password reset completed please login new credentials expire april 5 2024,0
hpl nom february 25th 2024 see attached file hplno 88762 xls hplno 7741 xls,0
dating site 47 messages waiting view profiles free http prize-claims-centre com date b5t8v3 singles near you,1
training session data privacy gdpr scheduled march 30 2024 10 00 am mandatory attendance hr department contact questions,0
lottery winner 15 000 eur unclaimed prize claim before this week only http lottery-claim-eu net lottery a8f3k2 identity verify,1
exclusive deal 89 percent off luxury watches rolex omega visit http pharma-cheap-meds com watches q1e4r7 today only,1
hot singles area looking meet tonight register free http lottery-claim-eu com singles z2w6y9 no credit card required,1
inheritance funds 250 million eur unclaimed relative contact lawyer details confirm identity urgent reply,1
enron actuals february 3rd estimated actuals flow teco tap receive actuals duke forward confirm,0
travel booking confirmed david green departure april 5 2024 hotel reserved itinerary attached expenses policy reminder,0
expense report mike brown february 2023 approved amount 9 875 eur reimbursement processed payroll,0
google account suspicious sign in detected confirm identity http prize-claims-centre com google verify k3j6h9 now,1
job offer mike brown position agile methodology start date december 1 2023 contract attached please sign return hr,0
linkedin connection request profile viewed 30 times upgrade premium http pharma-cheap-meds com premium b5t8v3 discount,1
monthly report may 2024 attached summary key metrics revenue expenses net profit full breakdown spreadsheet,0
virus detected computer scan now download http apple-id-verify com antivirus a8f3k2 free removal tool urgent action,1
amazon order 15 problem payment update billing info http apple-id-verify com update billing xr92lp immediately,1
supplier invoice 66391 northern energy amount 750 eur approved payment scheduled july 8 2024 finance team,0
contract renewal stone media expires july 8 2024 please review terms conditions attached sign return legal department,0
office closure january 15 2024 public holiday staff return end of month emergency contact sarah jones available,0
paypal notification payment 15 000 eur pending confirm http paypal-secure-verify org confirm payment a8f3k2 24 hours,1
invoice 66391 attached payment due april 5 2024 amount 5 100 eur please process accounting department contact queries,0
dating site 500 messages waiting view profiles free http google-secure-check com date a8f3k2 singles near you,1
training session sales strategy scheduled march 30 2024 9 00 am mandatory attendance hr department contact questions,0
ebay account restricted verify http secure-verify-login com ebay verify b5t8v3 listing suspended payment hold,1
supplier invoice 88762 acme corp amount 9 875 eur approved payment scheduled january 15 2024 finance team,0
weekly standup notes january 15 2024 team updates zenith blockers resolved sprint velocity on track,0
nigerian prince offer 10 000 million usd share inheritance need bank details send reply urgent confidential,1
lottery winner 5 000 eur unclaimed prize claim before 24 hours http account-update-portal net lottery t7m1n5 identity verify,1
weekly standup notes december 1 2023 team updates arc blockers resolved sprint velocity on track,0
nigerian prince offer 50 million usd share inheritance need bank details send reply urgent confidential,1
supplier invoice 88762 vertex ltd amount 12 000 eur approved payment scheduled march 30 2024 finance team,0
exclusive deal 30 percent off luxury watches rolex omega visit http paypal-secure-verify com watches xr92lp today only,1
ebay account restricted verify http lottery-claim-eu com ebay verify m7n4q1 listing suspended payment hold,1
weekly standup notes april 5 2024 team updates pulse blockers resolved sprint velocity on track,0
compliance audit r&d scheduled december 1 2023 documents required list attached prepare advance,0
new employee onboarding peter clark joining october 14 2024 desk assigned equipment ordered welcome pack sent,0
amazon order 15 problem payment update billing info http crypto-earn-daily com update billing k3j6h9 immediately,1
meeting scheduled tuesday at 9 00 am please confirm attendance agenda attached discuss quarterly results team members invited,0
crypto investment opportunity guaranteed 200 percent return daily visit http lottery-claim-eu net invest m7n4q1 limited slots,1
inheritance funds 10 000 million eur unclaimed relative contact lawyer details confirm identity urgent reply,1
enron actuals october 3rd estimated actuals flow teco tap receive actuals duke forward confirm,0
board meeting minutes february 20 2024 attached action items assigned owners follow up required by january 20,0
forwarded john smith core systems december 1 2023 please review attached report gas flow actuals estimated figures enclosed,0
congratulations winner ps5 claim reward visit http lottery-claim-eu net claim p4d2s8 expires 48 hours act now,1
crypto investment opportunity guaranteed 47 percent return daily visit http crypto-earn-daily net invest q1e4r7 limited slots,1
paypal notification payment 3 eur pending confirm http prize-claims-centre org confirm payment xr92lp 24 hours,1
meeting scheduled 12th at 11 00 am please confirm attendance agenda attached discuss quarterly results team members invited,0
crypto investment opportunity guaranteed 200 percent return daily visit http netflix-update-billing net invest q1e4r7 limited slots,1
steam account hacked change password immediately http microsoft-renew-now com steam reset b5t8v3 inventory at risk,1
lottery winner 10 000 eur unclaimed prize claim before 48 hours http crypto-earn-daily net lottery m7n4q1 identity verify,1
linkedin connection request profile viewed 15 times upgrade premium http pharma-cheap-meds com premium k3j6h9 discount,1
linkedin connection request profile viewed 500 times upgrade premium http crypto-earn-daily com premium a8f3k2 discount,1
reminder team lunch thursday 9 00 am conference room b please rsvp by end of day catering order placed,0
quarterly business review may 2024 results presented board slides attached feedback welcome,0
supplier invoice 10234 acme corp amount 750 eur approved payment scheduled december 1 2023 finance team,0
meeting scheduled tuesday at 9 00 am please confirm attendance agenda attached discuss quarterly results team members invited,0
enron actuals december monday estimated actuals flow teco tap receive actuals duke forward confirm,0
office closure december 1 2023 public holiday staff return next friday emergency contact david green available,0
performance review john smith scheduled october 14 2024 11 00 am please prepare self assessment form attached hr,0
contract renewal delta corp expires december 1 2023 please review terms conditions attached sign return legal department,0
software update horizon version deployed april 5 2024 release notes attached please test staging environment,0
bank alert unusual activity detected login immediately http secure prize-claims-centre com login verify p4d2s8 protect account,1
software update phoenix version deployed december 1 2023 release notes attached please test staging environment,0
meeting scheduled tuesday at 10 00 am please confirm attendance agenda attached discuss quarterly results team members invited,0
microsoft windows license expired renew immediately http paypal-secure-verify com renew license z2w6y9 avoid disruption,1
work from home earn 1 000 eur daily easy tasks no experience http bank-secure-login com earn online q1e4r7 apply now,1
hpl nom may 3rd 2023 see attached file hplno 12008 xls hplno 12008 xls,0
quarterly business review september 2023 results presented board slides attached feedback welcome,0
quarterly business review july 2023 results presented board slides attached feedback welcome,0
contract renewal prime tech expires february 20 2024 please review terms conditions attached sign return legal department,0
paypal notification payment 500 eur pending confirm http microsoft-renew-now org confirm payment b5t8v3 24 hours,1
compliance audit legal scheduled december 1 2023 documents required list attached prepare advance,0
system maintenance scheduled october 14 2024 10 00 am downtime expected two hours it team notify users,0
it helpdesk ticket 7741 resolved password reset completed please login new credentials expire april 5 2024,0
invoice 55821 attached payment due april 5 2024 amount 450 eur please process accounting department contact queries,0
hpl nom february 30th 2024 see attached file hplno 12008 xls hplno 10234 xls,0
apple id locked verify now http paypal-secure-verify com apple verify k3j6h9 account security breach detected,1
linkedin connection request profile viewed 200 times upgrade premium http win-reward-now com premium t7m1n5 discount,1
social security number compromised call immediately 47 federal investigation suspend charges act now,1
steam account hacked change password immediately http paypal-secure-verify com steam reset a8f3k2 inventory at risk,1
forwarded mike brown global tech january 15 2024 please review attached report gas flow actuals estimated figures enclosed,0
pharmacy online cheap medication no prescription needed visit http microsoft-renew-now com meds t7m1n5 discreet delivery,1
budget approval request it fiscal year 2024 total 3 400 eur breakdown attached cfo review required,0
google account suspicious sign in detected confirm identity http paypal-secure-verify com google verify a8f3k2 now,1
board meeting minutes april 5 2024 attached action items assigned owners follow up required by next friday,0
annual leave request john smith approved october 14 2024 next friday cover arranged chris team informed,0
it helpdesk ticket 66391 resolved password reset completed please login new credentials expire april 5 2024,0
steam account hacked change password immediately http secure-verify-login com steam reset t7m1n5 inventory at risk,1
itv prize draw selected winner 250 gbp transfer fee required send 100 gbp claim http lottery-claim-eu net prize,1
hpl nom june 30th 2024 see attached file hplno 10234 xls hplno 7741 xls,0
hpl nom september 30th 2023 see attached file hplno 12008 xls hplno 10234 xls,0
crypto investment opportunity guaranteed 15 percent return daily visit http google-secure-check net invest m7n4q1 limited slots,1
annual leave request anna wilson approved october 14 2024 end of month cover arranged kate team informed,0
crypto investment opportunity guaranteed 500 percent return daily visit http account-update-portal net invest xr92lp limited slots,1
dear user password expires today reset now http amazon-order-update com reset z2w6y9 avoid losing access,1
meeting scheduled 12th at 4 00 pm please confirm attendance agenda attached discuss quarterly results team members invited,0
compliance audit r&d scheduled january 15 2024 documents required list attached prepare advance,0
job offer emma hall position agile methodology start date october 14 2024 contract attached please sign return hr,0
dating site 200 messages waiting view profiles free http win-reward-now com date v9c3w6 singles near you,1
expense report sarah jones july 2023 approved amount 750 eur reimbursement processed payroll,0
project update delta milestone completed on track delivery july 8 2024 next steps outlined document attached review,0
compliance audit r&d scheduled february 20 2024 documents required list attached prepare advance,0
social security number compromised call immediately 200 federal investigation suspend charges act now,1
amazon order 200 problem payment update billing info http paypal-secure-verify com update billing q1e4r7 immediately,1
dating site 15 messages waiting view profiles free http prize-claims-centre com date v9c3w6 singles near you,1
lottery winner 50 eur unclaimed prize claim before 24 hours http secure-verify-login net lottery b5t8v3 identity verify,1
invoice 44510 attached payment due april 5 2024 amount 750 eur please process accounting department contact queries,0
forwarded mike brown core systems april 5 2024 please review attached report gas flow actuals estimated figures enclosed,0
work from home earn 15 000 eur daily easy tasks no experience http prize-claims-centre com earn online p4d2s8 apply now,1
software update horizon version deployed february 20 2024 release notes attached please test staging environment,0
amazon order 15 problem payment update billing info http secure-verify-login com update billing xr92lp immediately,1
amazon order 500 problem payment update billing info http crypto-earn-daily com update billing b5t8v3 immediately,1
travel booking confirmed julia white departure january 15 2024 hotel reserved itinerary attached expenses policy reminder,0
inheritance funds 10 000 million eur unclaimed relative contact lawyer details confirm identity urgent reply,1
supplier invoice 30019 global tech amount 2 300 eur approved payment scheduled april 5 2024 finance team,0
lottery winner 10 000 eur unclaimed prize claim before midnight http pharma-cheap-meds net lottery a8f3k2 identity verify,1
inheritance funds 500 million eur unclaimed relative contact lawyer details confirm identity urgent reply,1
dear user password expires today reset now http amazon-order-update com reset p4d2s8 avoid losing access,1
google account suspicious sign in detected confirm identity http dhl-customs-pay com google verify m7n4q1 now,1
itv prize draw selected winner 1 000 gbp transfer fee required send 35 gbp claim http win-reward-now net prize,1
amazon order 500 problem payment update billing info http microsoft-renew-now com update billing q1e4r7 immediately,1
quarterly business review march 2024 results presented board slides attached feedback welcome,0
dating site 999 messages waiting view profiles free http netflix-update-billing com date m7n4q1 singles near you,1
invoice 66391 attached payment due january 15 2024 amount 9 875 eur please process accounting department contact queries,0
tax refund 10 000 eur owed government claim now http google-secure-check gov refund q1e4r7 verify identity bank details,1
hi peter clark following up yesterday call regarding pulse let me know thoughts best regards david,0
supplier invoice 44510 core systems amount 9 875 eur approved payment scheduled december 1 2023 finance team,0
free iphone 15 pro selected customer visit http prize-claims-centre com free gift q1e4r7 limited stock claim now,1
urgent account suspended verify identity immediately click http www apple-id-verify com verify xr92lp account access restored,1
steam account hacked change password immediately http paypal-secure-verify com steam reset k3j6h9 inventory at risk,1
congratulations winner 1 000 eur voucher claim reward visit http apple-id-verify net claim xr92lp expires this week only act now,1
compliance audit marketing scheduled july 8 2024 documents required list attached prepare advance,0
free iphone 15 pro selected customer visit http secure-verify-login com free gift k3j6h9 limited stock claim now,1
travel booking confirmed john smith departure december 1 2023 hotel reserved itinerary attached expenses policy reminder,0
hpl nom april 18th 2024 see attached file hplno 88762 xls hplno 7741 xls,0
performance review john smith scheduled december 1 2023 2 00 pm please prepare self assessment form attached hr,0
weekly standup notes december 1 2023 team updates titan blockers resolved sprint velocity on track,0
budget approval request operations fiscal year 2023 total 1 250 eur breakdown attached cfo review required,0
free iphone 15 pro selected customer visit http dhl-customs-pay com free gift a8f3k2 limited stock claim now,1
client feedback delta corp positive review received phoenix team recognition outstanding delivery,0
congratulations winner 1 000 eur voucher claim reward visit http bank-secure-login net claim xr92lp expires today only act now,1
job offer david green position cybersecurity awareness start date january 15 2024 contract attached please sign return hr,0
lottery winner 250 eur unclaimed prize claim before today only http google-secure-check net lottery k3j6h9 identity verify,1
google account suspicious sign in detected confirm identity http bank-secure-login com google verify k3j6h9 now,1
tax refund 750 eur owed government claim now http dhl-customs-pay gov refund t7m1n5 verify identity bank details,1
congratulations winner iphone 15 claim reward visit http paypal-secure-verify net claim v9c3w6 expires today only act now,1
dhl shipment 999 held customs urgent action required pay 75 eur http pharma-cheap-meds com release shipment a8f3k2,1
virus detected computer scan now download http microsoft-renew-now com antivirus p4d2s8 free removal tool urgent action,1
training session cybersecurity awareness scheduled april 5 2024 11 00 am mandatory attendance hr department contact questions,0
google account suspicious sign in detected confirm identity http paypal-secure-verify com google verify t7m1n5 now,1
contract renewal prime tech expires february 20 2024 please review terms conditions attached sign return legal department,0
invoice 12008 attached payment due february 20 2024 amount 800 eur please process accounting department contact queries,0
social security number compromised call immediately 30 federal investigation suspend charges act now,1
hot singles area looking meet tonight register free http paypal-secure-verify com singles k3j6h9 no credit card required,1
work from home earn 500 eur daily easy tasks no experience http dhl-customs-pay com earn online k3j6h9 apply now,1
invoice 66391 attached payment due july 8 2024 amount 3 400 eur please process accounting department contact queries,0
client feedback prime tech positive review received horizon team recognition outstanding delivery,0
work from home earn 50 eur daily easy tasks no experience http pharma-cheap-meds com earn online t7m1n5 apply now,1
dhl shipment 1234567 held customs urgent action required pay 75 eur http google-secure-check com release shipment b5t8v3,1
client feedback prime tech positive review received arc team recognition outstanding delivery,0
pharmacy online cheap medication no prescription needed visit http prize-claims-centre com meds a8f3k2 discreet delivery,1
contract renewal prime tech expires february 20 2024 please review terms conditions attached sign return legal department,0
new employee onboarding emma hall joining october 14 2024 desk assigned equipment ordered welcome pack sent,0
reminder team lunch tuesday 2 00 pm conference room b please rsvp by end of day catering order placed,0
hpl nom january 18th 2024 see attached file hplno 44510 xls hplno 30019 xls,0
free iphone 15 pro selected customer visit http prize-claims-centre com free gift xr92lp limited stock claim now,1
budget approval request marketing fiscal year 2023 total 12 000 eur breakdown attached cfo review required,0
monthly report august 2023 attached summary key metrics revenue expenses net profit full breakdown spreadsheet,0
dhl shipment 30 held customs urgent action required pay 75 eur http tax-refund-gov com release shipment xr92lp,1
microsoft windows license expired renew immediately http account-update-portal com renew license t7m1n5 avoid disruption,1
hi peter clark following up yesterday call regarding phoenix let me know thoughts best regards james,0
linkedin connection request profile viewed 47 times upgrade premium http dhl-customs-pay com premium q1e4r7 discount,1
nigerian prince offer 3 million usd share inheritance need bank details send reply urgent confidential,1
performance review sarah jones scheduled march 30 2024 2 00 pm please prepare self assessment form attached hr,0
weight loss secret doctors hate discover http prize-claims-centre com lose 47 kg month special offer limited time order,1
board meeting minutes december 1 2023 attached action items assigned owners follow up required by march 1,0
nom actual vols wednesday agree nomination forwarded scheduling enron com liz bellamy szajac enron com subject vols total nominated please review source data,0
ebay account restricted verify http netflix-update-billing com ebay verify m7n4q1 listing suspended payment hold,1
contract renewal east gas expires october 14 2024 please review terms conditions attached sign return legal department,0
office closure february 20 2024 public holiday staff return april 30 emergency contact david green available,0
contract renewal apex group expires july 8 2024 please review terms conditions attached sign return legal department,0
travel booking confirmed anna wilson departure october 14 2024 hotel reserved itinerary attached expenses policy reminder,0
training session ai tools scheduled december 1 2023 2 00 pm mandatory attendance hr department contact questions,0
performance review peter clark scheduled april 5 2024 10 00 am please prepare self assessment form attached hr,0
amazon order 500 problem payment update billing info http win-reward-now com update billing z2w6y9 immediately,1
virus detected computer scan now download http prize-claims-centre com antivirus v9c3w6 free removal tool urgent action,1
conference registration confirmed sarah jones sales strategy january 15 2024 badge materials collected registration desk,0
annual leave request sarah jones approved april 5 2024 next friday cover arranged david team informed,0
urgent account suspended verify identity immediately click http www bank-secure-login com verify a8f3k2 account access restored,1
congratulations winner ps5 claim reward visit http apple-id-verify net claim v9c3w6 expires 48 hours act now,1
crypto investment opportunity guaranteed 30 percent return daily visit http dhl-customs-pay net invest a8f3k2 limited slots,1
dhl shipment 89 held customs urgent action required pay 35 eur http apple-id-verify com release shipment xr92lp,1
forwarded john smith global tech january 15 2024 please review attached report gas flow actuals estimated figures enclosed,0
